"Device Name: 現像室","Model: TR-72wf","Serial Number: 52151BD3"
"2023-05-07 08:23:19","45053.349525463","7.2","90"
"2023-05-07 08:33:19","45053.356469907","7.2","90"
"2023-05-07 08:43:19","45053.363414352","7.2","90"
"2023-05-07 08:53:19","45053.370358796","7.2","90"
"2023-05-07 09:03:19","45053.377303241","7.2","90"
"2023-05-07 09:13:19","45053.384247685","7.2","90"
"2023-05-07 09:23:19","45053.39119213","7.2","90"
"2023-05-07 09:33:19","45053.398136574","7.2","90"
"2023-05-07 09:43:19","45053.405081019","7.2","90"
"2023-05-07 09:53:19","45053.412025463","7.2","90"
"2023-05-07 10:03:19","45053.418969907","7.2","90"
"2023-05-07 10:13:19","45053.425914352","7.2","90"
"2023-05-07 10:23:19","45053.432858796","7.2","90"
"2023-05-07 10:33:19","45053.439803241","7.2","90"
"2023-05-07 10:43:19","45053.446747685","7.2","90"
"2023-05-07 10:53:19","45053.45369213","7.2","90"
"2023-05-07 11:03:19","45053.460636574","7.2","90"
"2023-05-07 11:13:19","45053.467581019","7.2","90"
"2023-05-07 11:23:19","45053.474525463","7.2","90"
"2023-05-07 11:33:19","45053.481469907","7.2","90"
"2023-05-07 11:43:19","45053.488414352","7.2","90"
"2023-05-07 11:53:19","45053.495358796","7.2","90"
"2023-05-07 12:03:19","45053.502303241","7.2","90"
"2023-05-07 12:13:19","45053.509247685","7.3","90"
"2023-05-07 12:23:19","45053.51619213","7.3","90"
"2023-05-07 12:33:19","45053.523136574","7.3","90"
"2023-05-07 12:43:19","45053.530081019","7.3","90"
"2023-05-07 12:53:19","45053.537025463","7.3","90"
"2023-05-07 13:03:19","45053.543969907","7.3","90"
"2023-05-07 13:13:19","45053.550914352","7.3","90"
"2023-05-07 13:23:19","45053.557858796","7.3","90"
"2023-05-07 13:33:19","45053.564803241","7.3","90"
"2023-05-07 13:43:19","45053.571747685","7.4","90"
"2023-05-07 13:53:19","45053.57869213","7.4","90"
"2023-05-07 14:03:19","45053.585636574","7.4","90"
"2023-05-07 14:13:19","45053.592581019","7.4","90"
"2023-05-07 14:23:19","45053.599525463","7.4","90"
"2023-05-07 14:33:19","45053.606469907","7.4","90"
"2023-05-07 14:43:19","45053.613414352","7.4","90"
"2023-05-07 14:53:19","45053.620358796","7.4","89"
"2023-05-07 15:03:19","45053.627303241","7.5","89"
"2023-05-07 15:13:19","45053.634247685","7.5","89"
"2023-05-07 15:23:19","45053.64119213","7.5","89"
"2023-05-07 15:33:19","45053.648136574","7.5","89"
"2023-05-07 15:43:19","45053.655081019","7.5","89"
"2023-05-07 15:53:19","45053.662025463","7.5","89"
"2023-05-07 16:03:19","45053.668969907","7.5","89"
"2023-05-07 16:13:19","45053.675914352","7.5","89"
"2023-05-07 16:23:19","45053.682858796","7.5","89"
"2023-05-07 16:33:19","45053.689803241","7.5","89"
"2023-05-07 16:43:19","45053.696747685","7.5","89"
"2023-05-07 16:53:19","45053.70369213","7.5","89"
"2023-05-07 17:03:19","45053.710636574","7.5","89"
"2023-05-07 17:13:19","45053.717581019","7.5","89"
"2023-05-07 17:23:19","45053.724525463","7.5","89"
"2023-05-07 17:33:19","45053.731469907","7.4","89"
"2023-05-07 17:43:19","45053.738414352","7.4","90"
"2023-05-07 17:53:19","45053.745358796","7.4","90"
"2023-05-07 18:03:19","45053.752303241","7.4","90"
"2023-05-07 18:13:19","45053.759247685","7.4","90"
"2023-05-07 18:23:19","45053.76619213","7.4","89"
"2023-05-07 18:33:19","45053.773136574","7.3","89"
"2023-05-07 18:43:19","45053.780081019","7.3","89"
"2023-05-07 18:53:19","45053.787025463","7.3","89"
"2023-05-07 19:03:19","45053.793969907","7.3","89"
"2023-05-07 19:13:19","45053.800914352","7.3","89"
"2023-05-07 19:23:19","45053.807858796","7.3","89"
"2023-05-07 19:33:19","45053.814803241","7.2","89"
"2023-05-07 19:43:19","45053.821747685","7.2","89"
"2023-05-07 19:53:19","45053.82869213","7.2","89"
"2023-05-07 20:03:19","45053.835636574","7.2","89"
"2023-05-07 20:13:19","45053.842581019","7.2","89"
"2023-05-07 20:23:19","45053.849525463","7.1","89"
"2023-05-07 20:33:19","45053.856469907","7.1","89"
"2023-05-07 20:43:19","45053.863414352","7.1","89"
"2023-05-07 20:53:19","45053.870358796","7.1","89"
"2023-05-07 21:03:19","45053.877303241","7.1","89"
"2023-05-07 21:13:19","45053.884247685","7.1","89"
"2023-05-07 21:23:19","45053.89119213","7.0","89"
"2023-05-07 21:33:19","45053.898136574","7.0","89"
"2023-05-07 21:43:19","45053.905081019","7.0","89"
"2023-05-07 21:53:19","45053.912025463","7.0","89"
"2023-05-07 22:03:19","45053.918969907","7.0","89"
"2023-05-07 22:13:19","45053.925914352","7.0","89"
"2023-05-07 22:23:19","45053.932858796","7.0","89"
"2023-05-07 22:33:19","45053.939803241","7.0","89"
"2023-05-07 22:43:19","45053.946747685","7.0","89"
"2023-05-07 22:53:19","45053.95369213","7.0","89"
"2023-05-07 23:03:19","45053.960636574","7.0","89"
"2023-05-07 23:13:19","45053.967581019","7.0","89"
"2023-05-07 23:23:19","45053.974525463","7.0","89"
"2023-05-07 23:33:19","45053.981469907","7.0","89"
"2023-05-07 23:43:19","45053.988414352","7.0","89"
"2023-05-07 23:53:19","45053.995358796","6.9","89"
"2023-05-08 00:03:19","45054.002303241","6.9","89"
"2023-05-08 00:13:19","45054.009247685","6.9","89"
"2023-05-08 00:23:19","45054.01619213","6.9","89"
"2023-05-08 00:33:19","45054.023136574","6.9","89"
"2023-05-08 00:43:19","45054.030081019","6.9","89"
"2023-05-08 00:53:19","45054.037025463","6.9","89"
"2023-05-08 01:03:19","45054.043969907","6.9","89"
"2023-05-08 01:13:19","45054.050914352","6.9","89"
"2023-05-08 01:23:19","45054.057858796","6.8","89"
"2023-05-08 01:33:19","45054.064803241","6.8","89"
"2023-05-08 01:43:19","45054.071747685","6.8","89"
"2023-05-08 01:53:19","45054.07869213","6.8","89"
"2023-05-08 02:03:19","45054.085636574","6.8","89"
"2023-05-08 02:13:19","45054.092581019","6.8","89"
"2023-05-08 02:23:19","45054.099525463","6.8","89"
"2023-05-08 02:33:19","45054.106469907","6.8","89"
"2023-05-08 02:43:19","45054.113414352","6.8","89"
"2023-05-08 02:53:19","45054.120358796","6.8","89"
"2023-05-08 03:03:19","45054.127303241","6.8","89"
"2023-05-08 03:13:19","45054.134247685","6.7","89"
"2023-05-08 03:23:19","45054.14119213","6.7","89"
"2023-05-08 03:33:19","45054.148136574","6.7","89"
"2023-05-08 03:43:19","45054.155081019","6.7","89"
"2023-05-08 03:53:19","45054.162025463","6.7","89"
"2023-05-08 04:03:19","45054.168969907","6.7","89"
"2023-05-08 04:13:19","45054.175914352","6.7","89"
"2023-05-08 04:23:19","45054.182858796","6.7","89"
"2023-05-08 04:33:19","45054.189803241","6.7","89"
"2023-05-08 04:43:19","45054.196747685","6.6","89"
"2023-05-08 04:53:19","45054.20369213","6.6","89"
"2023-05-08 05:03:19","45054.210636574","6.6","89"
"2023-05-08 05:13:19","45054.217581019","6.6","89"
"2023-05-08 05:23:19","45054.224525463","6.6","89"
"2023-05-08 05:33:19","45054.231469907","6.6","89"
"2023-05-08 05:43:19","45054.238414352","6.6","89"
"2023-05-08 05:53:19","45054.245358796","6.6","89"
"2023-05-08 06:03:19","45054.252303241","6.6","89"
"2023-05-08 06:13:19","45054.259247685","6.6","89"
"2023-05-08 06:23:19","45054.26619213","6.6","89"
"2023-05-08 06:33:19","45054.273136574","6.6","89"
"2023-05-08 06:43:19","45054.280081019","6.6","89"
"2023-05-08 06:53:19","45054.287025463","6.6","89"
"2023-05-08 07:03:19","45054.293969907","6.6","89"
"2023-05-08 07:13:19","45054.300914352","6.6","89"
"2023-05-08 07:23:19","45054.307858796","6.6","89"
"2023-05-08 07:33:19","45054.314803241","6.6","89"
"2023-05-08 07:43:19","45054.321747685","6.6","89"
"2023-05-08 07:53:19","45054.32869213","6.6","89"
"2023-05-08 08:03:19","45054.335636574","6.6","89"
"2023-05-08 08:13:19","45054.342581019","6.6","89"
"2023-05-08 08:23:19","45054.349525463","6.6","89"
"2023-05-08 08:33:19","45054.356469907","6.6","89"
"2023-05-08 08:43:19","45054.363414352","6.6","89"
"2023-05-08 08:53:19","45054.370358796","6.6","89"
"2023-05-08 09:03:19","45054.377303241","6.6","89"
"2023-05-08 09:13:19","45054.384247685","6.6","89"
"2023-05-08 09:23:19","45054.39119213","6.7","89"
"2023-05-08 09:33:19","45054.398136574","6.7","89"
"2023-05-08 09:43:19","45054.405081019","6.7","89"
"2023-05-08 09:53:19","45054.412025463","6.6","89"
"2023-05-08 10:03:19","45054.418969907","6.6","89"
"2023-05-08 10:13:19","45054.425914352","6.5","89"
"2023-05-08 10:23:19","45054.432858796","6.5","89"
"2023-05-08 10:33:19","45054.439803241","6.5","89"
"2023-05-08 10:43:19","45054.446747685","6.4","89"
"2023-05-08 10:53:19","45054.45369213","6.4","89"
"2023-05-08 11:03:19","45054.460636574","6.4","89"
"2023-05-08 11:13:19","45054.467581019","6.3","89"
"2023-05-08 11:23:19","45054.474525463","6.3","89"
"2023-05-08 11:33:19","45054.481469907","6.3","89"
"2023-05-08 11:43:19","45054.488414352","6.2","89"
"2023-05-08 11:53:19","45054.495358796","6.2","89"
"2023-05-08 12:03:19","45054.502303241","6.2","89"
"2023-05-08 12:13:19","45054.509247685","6.2","89"
"2023-05-08 12:23:19","45054.51619213","6.1","89"
"2023-05-08 12:33:19","45054.523136574","6.1","89"
"2023-05-08 12:43:19","45054.530081019","6.1","89"
"2023-05-08 12:53:19","45054.537025463","6.1","89"
"2023-05-08 13:03:19","45054.543969907","6.1","89"
"2023-05-08 13:13:19","45054.550914352","6.1","89"
"2023-05-08 13:23:19","45054.557858796","6.0","89"
"2023-05-08 13:33:19","45054.564803241","6.0","89"
"2023-05-08 13:43:19","45054.571747685","6.0","89"
"2023-05-08 13:53:19","45054.57869213","6.0","89"
"2023-05-08 14:03:19","45054.585636574","5.9","89"
"2023-05-08 14:13:19","45054.592581019","5.9","89"
"2023-05-08 14:23:19","45054.599525463","6.0","89"
"2023-05-08 14:33:19","45054.606469907","6.0","89"
"2023-05-08 14:43:19","45054.613414352","6.0","89"
"2023-05-08 14:53:19","45054.620358796","6.0","89"
"2023-05-08 15:03:19","45054.627303241","6.0","89"
"2023-05-08 15:13:19","45054.634247685","6.0","89"
"2023-05-08 15:23:19","45054.64119213","6.0","89"
"2023-05-08 15:33:19","45054.648136574","5.9","89"
"2023-05-08 15:43:19","45054.655081019","5.9","89"
"2023-05-08 15:53:19","45054.662025463","5.9","89"
"2023-05-08 16:03:19","45054.668969907","5.9","89"
"2023-05-08 16:13:19","45054.675914352","5.9","89"
"2023-05-08 16:23:19","45054.682858796","5.9","89"
"2023-05-08 16:33:19","45054.689803241","5.9","89"
"2023-05-08 16:43:19","45054.696747685","5.9","89"
"2023-05-08 16:53:19","45054.70369213","5.9","89"
"2023-05-08 17:03:19","45054.710636574","5.9","89"
"2023-05-08 17:13:19","45054.717581019","5.9","89"
"2023-05-08 17:23:19","45054.724525463","5.9","89"
"2023-05-08 17:33:19","45054.731469907","5.9","89"
"2023-05-08 17:43:19","45054.738414352","5.9","89"
"2023-05-08 17:53:19","45054.745358796","5.8","89"
"2023-05-08 18:03:19","45054.752303241","5.8","89"
"2023-05-08 18:13:19","45054.759247685","5.8","89"
"2023-05-08 18:23:19","45054.76619213","5.8","89"
"2023-05-08 18:33:19","45054.773136574","5.8","89"
"2023-05-08 18:43:19","45054.780081019","5.8","89"
"2023-05-08 18:53:19","45054.787025463","5.8","89"
"2023-05-08 19:03:19","45054.793969907","5.8","89"
"2023-05-08 19:13:19","45054.800914352","5.8","89"
"2023-05-08 19:23:19","45054.807858796","5.8","89"
"2023-05-08 19:33:19","45054.814803241","5.8","89"
"2023-05-08 19:43:19","45054.821747685","5.8","89"
"2023-05-08 19:53:19","45054.82869213","5.8","89"
"2023-05-08 20:03:19","45054.835636574","5.8","89"
"2023-05-08 20:13:19","45054.842581019","5.8","89"
"2023-05-08 20:23:19","45054.849525463","5.8","89"
"2023-05-08 20:33:19","45054.856469907","5.8","89"
"2023-05-08 20:43:19","45054.863414352","5.8","89"
"2023-05-08 20:53:19","45054.870358796","5.8","89"
"2023-05-08 21:03:19","45054.877303241","5.8","89"
"2023-05-08 21:13:19","45054.884247685","5.8","89"
"2023-05-08 21:23:19","45054.89119213","5.8","89"
"2023-05-08 21:33:19","45054.898136574","5.8","89"
"2023-05-08 21:43:19","45054.905081019","5.8","89"
"2023-05-08 21:53:19","45054.912025463","5.8","89"
"2023-05-08 22:03:19","45054.918969907","5.8","89"
"2023-05-08 22:13:19","45054.925914352","5.8","89"
"2023-05-08 22:23:19","45054.932858796","5.8","89"
"2023-05-08 22:33:19","45054.939803241","5.8","89"
"2023-05-08 22:43:19","45054.946747685","5.8","89"
"2023-05-08 22:53:19","45054.95369213","5.8","89"
"2023-05-08 23:03:19","45054.960636574","5.8","89"
"2023-05-08 23:13:19","45054.967581019","5.8","89"
"2023-05-08 23:23:19","45054.974525463","5.8","89"
"2023-05-08 23:33:19","45054.981469907","5.7","89"
"2023-05-08 23:43:19","45054.988414352","5.7","89"
"2023-05-08 23:53:19","45054.995358796","5.7","89"
"2023-05-09 00:03:19","45055.002303241","5.7","89"
"2023-05-09 00:13:19","45055.009247685","5.7","89"
"2023-05-09 00:23:19","45055.01619213","5.7","89"
"2023-05-09 00:33:19","45055.023136574","5.7","89"
"2023-05-09 00:43:19","45055.030081019","5.7","89"
"2023-05-09 00:53:19","45055.037025463","5.7","89"
"2023-05-09 01:03:19","45055.043969907","5.7","89"
"2023-05-09 01:13:19","45055.050914352","5.7","89"
"2023-05-09 01:23:19","45055.057858796","5.7","89"
"2023-05-09 01:33:19","45055.064803241","5.7","89"
"2023-05-09 01:43:19","45055.071747685","5.7","89"
"2023-05-09 01:53:19","45055.07869213","5.7","89"
"2023-05-09 02:03:19","45055.085636574","5.7","89"
"2023-05-09 02:13:19","45055.092581019","5.7","89"
"2023-05-09 02:23:19","45055.099525463","5.7","89"
"2023-05-09 02:33:19","45055.106469907","5.7","89"
"2023-05-09 02:43:19","45055.113414352","5.7","89"
"2023-05-09 02:53:19","45055.120358796","5.7","89"
"2023-05-09 03:03:19","45055.127303241","5.7","89"
"2023-05-09 03:13:19","45055.134247685","5.7","89"
"2023-05-09 03:23:19","45055.14119213","5.7","89"
"2023-05-09 03:33:19","45055.148136574","5.7","89"
"2023-05-09 03:43:19","45055.155081019","5.7","89"
"2023-05-09 03:53:19","45055.162025463","5.7","89"
"2023-05-09 04:03:19","45055.168969907","5.7","89"
"2023-05-09 04:13:19","45055.175914352","5.7","89"
"2023-05-09 04:23:19","45055.182858796","5.7","89"
"2023-05-09 04:33:19","45055.189803241","5.7","89"
"2023-05-09 04:43:19","45055.196747685","5.7","89"
"2023-05-09 04:53:19","45055.20369213","5.7","89"
"2023-05-09 05:03:19","45055.210636574","5.7","89"
"2023-05-09 05:13:19","45055.217581019","5.7","89"
"2023-05-09 05:23:19","45055.224525463","5.7","89"
"2023-05-09 05:33:19","45055.231469907","5.7","89"
"2023-05-09 05:43:19","45055.238414352","5.7","89"
"2023-05-09 05:53:19","45055.245358796","5.7","89"
"2023-05-09 06:03:19","45055.252303241","5.7","89"
"2023-05-09 06:13:19","45055.259247685","5.7","89"
"2023-05-09 06:23:19","45055.26619213","5.6","89"
"2023-05-09 06:33:19","45055.273136574","5.6","89"
"2023-05-09 06:43:19","45055.280081019","5.6","89"
"2023-05-09 06:53:19","45055.287025463","5.6","89"
"2023-05-09 07:03:19","45055.293969907","5.6","89"
"2023-05-09 07:13:19","45055.300914352","5.6","89"
"2023-05-09 07:23:19","45055.307858796","5.6","89"
"2023-05-09 07:33:19","45055.314803241","5.6","89"
"2023-05-09 07:43:19","45055.321747685","5.6","89"
"2023-05-09 07:53:19","45055.32869213","5.6","89"
"2023-05-09 08:03:19","45055.335636574","5.6","89"
"2023-05-09 08:13:19","45055.342581019","5.6","89"
"2023-05-09 08:23:19","45055.349525463","5.6","89"
"2023-05-09 08:33:19","45055.356469907","5.6","89"
"2023-05-09 08:43:19","45055.363414352","5.6","89"
"2023-05-09 08:53:19","45055.370358796","5.6","89"
"2023-05-09 09:03:19","45055.377303241","5.6","89"
"2023-05-09 09:13:19","45055.384247685","5.5","89"
"2023-05-09 09:23:19","45055.39119213","5.5","89"
"2023-05-09 09:33:19","45055.398136574","5.5","89"
"2023-05-09 09:43:19","45055.405081019","5.5","89"
"2023-05-09 09:53:19","45055.412025463","5.5","89"
"2023-05-09 10:03:19","45055.418969907","5.5","89"
"2023-05-09 10:13:19","45055.425914352","5.5","89"
"2023-05-09 10:23:19","45055.432858796","5.5","89"
"2023-05-09 10:33:19","45055.439803241","5.5","89"
"2023-05-09 10:43:19","45055.446747685","5.5","89"
"2023-05-09 10:53:19","45055.45369213","5.5","89"
"2023-05-09 11:03:19","45055.460636574","5.4","89"
"2023-05-09 11:13:19","45055.467581019","5.4","89"
"2023-05-09 11:23:19","45055.474525463","5.4","89"
"2023-05-09 11:33:19","45055.481469907","5.4","89"
"2023-05-09 11:43:19","45055.488414352","5.4","89"
"2023-05-09 11:53:19","45055.495358796","5.4","89"
"2023-05-09 12:03:19","45055.502303241","5.4","89"
"2023-05-09 12:13:19","45055.509247685","5.4","89"
"2023-05-09 12:23:19","45055.51619213","5.4","89"
"2023-05-09 12:33:19","45055.523136574","5.4","89"
"2023-05-09 12:43:19","45055.530081019","5.4","89"
"2023-05-09 12:53:19","45055.537025463","5.4","89"
"2023-05-09 13:03:19","45055.543969907","5.4","89"
"2023-05-09 13:13:19","45055.550914352","5.4","89"
"2023-05-09 13:23:19","45055.557858796","5.4","89"
"2023-05-09 13:33:19","45055.564803241","5.4","89"
"2023-05-09 13:43:19","45055.571747685","5.4","89"
"2023-05-09 13:53:19","45055.57869213","5.4","89"
"2023-05-09 14:03:19","45055.585636574","5.4","89"
"2023-05-09 14:13:19","45055.592581019","5.4","89"
"2023-05-09 14:23:19","45055.599525463","5.4","89"
"2023-05-09 14:33:19","45055.606469907","5.4","89"
"2023-05-09 14:43:19","45055.613414352","5.4","89"
"2023-05-09 14:53:19","45055.620358796","5.4","89"
"2023-05-09 15:03:19","45055.627303241","5.4","89"
"2023-05-09 15:13:19","45055.634247685","5.4","89"
"2023-05-09 15:23:19","45055.64119213","5.4","89"
"2023-05-09 15:33:19","45055.648136574","5.4","89"
"2023-05-09 15:43:19","45055.655081019","5.4","89"
"2023-05-09 15:53:19","45055.662025463","5.4","89"
"2023-05-09 16:03:19","45055.668969907","5.4","89"
"2023-05-09 16:13:19","45055.675914352","5.4","89"
"2023-05-09 16:23:19","45055.682858796","5.4","89"
"2023-05-09 16:33:19","45055.689803241","5.3","89"
"2023-05-09 16:43:19","45055.696747685","5.3","89"
"2023-05-09 16:53:19","45055.70369213","5.3","89"
"2023-05-09 17:03:19","45055.710636574","5.4","89"
"2023-05-09 17:13:19","45055.717581019","5.4","89"
"2023-05-09 17:23:19","45055.724525463","5.4","89"
"2023-05-09 17:33:19","45055.731469907","5.4","89"
"2023-05-09 17:43:19","45055.738414352","5.4","89"
"2023-05-09 17:53:19","45055.745358796","5.3","89"
"2023-05-09 18:03:19","45055.752303241","5.3","89"
"2023-05-09 18:13:19","45055.759247685","5.3","89"
"2023-05-09 18:23:19","45055.76619213","5.3","89"
"2023-05-09 18:33:19","45055.773136574","5.3","89"
"2023-05-09 18:43:19","45055.780081019","5.3","89"
"2023-05-09 18:53:19","45055.787025463","5.3","89"
"2023-05-09 19:03:19","45055.793969907","5.3","89"
"2023-05-09 19:13:19","45055.800914352","5.3","89"
"2023-05-09 19:23:19","45055.807858796","5.3","89"
"2023-05-09 19:33:19","45055.814803241","5.3","89"
"2023-05-09 19:43:19","45055.821747685","5.3","89"
"2023-05-09 19:53:19","45055.82869213","5.3","89"
"2023-05-09 20:03:19","45055.835636574","5.4","89"
"2023-05-09 20:13:19","45055.842581019","5.3","89"
"2023-05-09 20:23:19","45055.849525463","5.3","89"
"2023-05-09 20:33:19","45055.856469907","5.3","89"
"2023-05-09 20:43:19","45055.863414352","5.3","89"
"2023-05-09 20:53:19","45055.870358796","5.3","89"
